"movie_id","movie_name","movie_distributor","movie_genre"
"Thriller-or-Suspense_2008_33","Youth Without Youth","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_34","Stuck","ThinkFilm","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_35","Boarding Gate","Magnet Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_36","Du rififi chez les hommes","","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_37","The Alphabet Killer","Anchor Bay Entert…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_38","While She Was Out","Anchor Bay Entert…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_39","Los Cronocrímenes","Magnolia Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_40","The Cry","Monterey Media","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_41","Anamorph","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_42","Insidious","Romantic Troubado…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_43","La Question Humaine","New Yorker","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_44","Red","Magnolia Pictures","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_45","Sleuth","Sony Pictures Cla…","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_46","San taam","IFC Films","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_47","On the Other Hand, Death: A…","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_48","Murder.com","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_49","Ice Blues: A Donald Strache…","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2008_50","Fall of Hyperion","Regent Releasing","Thriller-or-Suspense"
"Thriller-or-Suspense_2009_1","Taken","20th Century Fox","Thriller-or-Suspense"
"Thriller-or-Suspense_2009_2","Angels & Demons","Sony Pictures","Thriller-or-Suspense"
